Offset(P)            #Ptr   #Hnd Access Name
0x000000007e257a48      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\BL00247_.WMF
0x000000007e257b48      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\FD01657_.WMF
0x000000007e257c70      9      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\J0107364.WMF
0x000000007e258d58      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\Dism\FolderProvider.dll
0x000000007e25ab20      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\AG00160_.GIF
0x000000007e25ad90      8      0 R--r-d \Device\HarddiskVolume1\Windows\diagnostics\scheduled\Maintenance\TS_DiagnosticHistory.ps1
0x000000007e25b8d8      8      0 R--rw- \Device\HarddiskVolume1\Users\IEUser\Desktop\x96dbg\release\translations\x64dbg_fr.qm
0x000000007e25cea8      8      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\Desktop\x96dbg\release\x32\yara.dll
0x000000007e260448      7      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\Desktop\x96dbg\release\exceptiondb.txt
0x000000007e260cb8      7      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\Desktop\LBTServ.dll
0x000000007e263f80      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ActionCenter.dll
0x000000007e264180      8      0 -WDrwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\VirtualStore\Program Files\Microsoft Office\CLIPART\PUB60COR\DD00449_.WMF
0x000000007e266038      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WWanAPI.dll
0x000000007e266a98      8      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\CLIPART\PUB60COR\DD01170_.WMF
0x000000007e2676e0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-MediaCenter-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.cat
0x000000007e268038      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\CertPolEng.dll
0x000000007e26a110      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\stobject.dll
0x000000007e26a278      9      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\sndvolsso.dll.mui
0x000000007e26aba8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000007e26aeb8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\RAC\StateData\RacWmiEventData.dat
0x000000007e26b9c8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\RDPREFMP.sys
0x000000007e26d190      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AltTab.dll
0x000000007e26e038      8      0 R--r-d \Device\HarddiskVolume1\Windows\ehome\ehSSO.dll
0x000000007e26e128      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Syncreg.dll
0x000000007e26e1e8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PortableDeviceTypes.dll
0x000000007e26e2a0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netshell.dll
0x000000007e26e548      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\accessibilitycpl.dll
0x000000007e26eb30      2      1 R--rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000007e26f128      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.wid
0x000000007e26f450      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\lpremove.exe.mui
0x000000007e26f508      4      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\mrxsmb10.sys
0x000000007e26f608      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasdlg.dll
0x000000007e26fb98     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4Operational.evtx
0x000000007e270568     17      1 -W-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.8.Crwl
0x000000007e270ec0      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.002
0x000000007e2723b0      6      0 R--rwd \Device\HarddiskVolume1\Windows\regedit.exe
0x000000007e276250      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\imageres.dll.mui
0x000000007e276538      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\StructuredQuery.dll
0x000000007e277b78      8      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\BRADHITC.TTF
0x000000007e277f80      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rascfg.dll
0x000000007e27a880      7      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\COPRGTL.TTF
0x000000007e27aa90      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\afd.sys
0x000000007e27ab48      7      0 R--r-- \Device\HarddiskVolume1\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\7B2238AACCEDC3F1FFE8E7EB5F575EC9
0x000000007e27ae80      4      0 R--r-d \Device\HarddiskVolume1\Users\IEUser\Desktop\setdllcharacteristics_v0_0_0_1\setdllcharacteristics.exe
0x000000007e27c550      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WinSATAPI.dll
0x000000007e27ca58      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-ReliabilityAnalysisComponent%4Operational.evtx
0x000000007e27cb30      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\prnfldr.dll
0x000000007e27e868      8      0 R--r-- \Device\HarddiskVolume1\Windows\HelpPane.exe
0x000000007e27ec98      8      0 R--rwd \Device\HarddiskVolume1\Program Files\DVD Maker\DVDMaker.exe
0x000000007e280530      8      0 R--r-d \Device\HarddiskVolume1\Windows\diagnostics\scheduled\Maintenance\en-US\CL_LocalizationData.psd1
0x000000007e281468      7      0 R--r-- \Device\HarddiskVolume1\Windows\inf\defltbase.inf
0x000000007e2821e0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\QAGENT.DLL
0x000000007e2824e0      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000007e282618      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.ci
0x000000007e282898      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000007e2829e8      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.dir
0x000000007e283b58      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sppcext.dll
0x000000007e283d88      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fdWSD.dll
0x000000007e284448      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_38_for_KB3080149~31bf3856ad364e35~x86~~6.1.1.1.cat
0x000000007e2847e0      8      0 R--r-d \Device\HarddiskVolume1\Windows\ehome\en-US\ehmsas.exe.mui
0x000000007e2852b8      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wkssvc.dll
0x000000007e285d58      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fundisc.dll
0x000000007e28f1c0      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\WUClient-SelfUpdate-Aux-AuxComp~31bf3856ad364e35~x86~~7.6.7600.320.mum
0x000000007e28f688      5      0 R--r-- \Device\HarddiskVolume1\Windows\System32\DriverStore\infstor.dat
0x000000007e28f950      9      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\inetpp.dll.mui
0x000000007e28fc48      8      0 R--r-- \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v4.0.30319\Microsoft.Workflow.Compiler.exe
0x000000007e290270      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tcpmon.dll
0x000000007e290bc0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\NCProv.dll
0x000000007e290cd0      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\pcwum.dll
0x000000007e290f80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-Shell-HomeGroup-Package~31bf3856ad364e35~x86~en-US~6.1.7601.17514.cat
0x000000007e291638      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PrintIsolationProxy.dll
0x000000007e291978      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FXSMON.dll
0x000000007e2920b0      3      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\118ece51e34eb0ef02f013550661b649\Microsoft.Windows.Diagnosis.Commands.UpdateDiagRootcause.ni.dll
0x000000007e292318      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsnmp32.dll
0x000000007e2925c0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSDApi.dll
0x000000007e292cd0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Defender\MpRTP.dll
0x000000007e293170      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.wid
0x000000007e2933f0      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.ci
0x000000007e293500      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.wid
0x000000007e293650      8      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.ci
0x000000007e293708      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.dir
0x000000007e2937e0      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wid
0x000000007e293930      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.dir
0x000000007e294100      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000007e2941b8      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.002
0x000000007e294c48      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\rasman.dll
0x000000007e294e10      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.wid
0x000000007e294ec8      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010004.dir
0x000000007e295898     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000007e295b30      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\eappprxy.dll
0x000000007e296508      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\onex.dll
0x000000007e296bd8      1      1 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000007e296cc0      9      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.dir
0x000000007e2970d8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WWanAPI.dll
0x000000007e297350      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wlanutil.dll
0x000000007e297ae8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wlanhlp.dll
0x000000007e2982c8      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000A.wid
0x000000007e298380      9      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\0001000A.wsb
0x000000007e2984b8      8      0 RW-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.001
0x000000007e298a10      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000007e299240      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchProtocolHost.exe
0x000000007e299880      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000007e299d10      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\kernel32.dll
0x000000007e29a3a0     15      0 R--rwd \Device\HarddiskVolume1\Windows\assembly\GAC_MSIL\System.Drawing\2.0.0.0__b03f5f7f11d50a3a\System.Drawing.dll
0x000000007e29a5e8      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\shgina.dll
0x000000007e29ad08      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WSDMon.dll
0x000000007e29b100      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\inetpp.dll
0x000000007e29b750      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\win32spl.dll
0x000000007e29bbc8     14      0 R--rwd \Device\HarddiskVolume1\Windows\assembly\GAC_32\System.Web\2.0.0.0__b03f5f7f11d50a3a\System.Web.dll
0x000000007e29c318      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\umb.dll
0x000000007e29c3d0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\localspl.dll
0x000000007e29c4d8      4      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\ieproxy.dll
0x000000007e29cd58      7      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\WUClient-SelfUpdate-Core-CoreComp~31bf3856ad364e35~x86~~7.6.7600.320.mum
0x000000007e2a1758      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spool\prtprocs\w32x86\winprint.dll
0x000000007e2a19b0      9      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\win32spl.dll.mui
0x000000007e2a1b30      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\webservices.dll
0x000000007e2a1f18      8      0 R--r-- \Device\HarddiskVolume1\Windows\inf\faxcn002.inf
0x000000007e2a22c8      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\apisetschema.dll
0x000000007e2a4108      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sdiagnhost.exe
0x000000007e2a4278      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mscoree.dll
0x000000007e2a46f0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchFilterHost.exe
0x000000007e2a4c40      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sxshared.dll
0x000000007e2a4d78      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\dwmredir.dll
0x000000007e2a5028      1      1 RW---- \Device\HarddiskVolume1\System Volume Information\Syscache.hve.LOG2
0x000000007e2a5378      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-TerminalServices-Publishing-WMIProvider-Package~31bf3856ad364e35~x86~~6.1.7601.17514.cat
0x000000007e2a54c0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-StorageService-Package~31bf3856ad364e35~x86~~6.1.7601.17514.cat
0x000000007e2a55a0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Media Player\en-US\WMPSideShowGadget.exe.mui
0x000000007e2a5658      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\defragproxy.dll
0x000000007e2a59d0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wuapi.dll
0x000000007e2a5b90      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\netmsg.dll.mui
0x000000007e2a5c48      6      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\simkai.ttf
0x000000007e2a5ee8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\NlsLexicons0021.dll
0x000000007e2a6520      8      0 ------ \Device\HarddiskVolume1\Windows\System32\en-US\netshell.dll.mui
0x000000007e2a68d8      8      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\Desktop\x96dbg\release\x32\x32dbg.dll
0x000000007e2a6b58      8      0 R--rwd \Device\HarddiskVolume1\Users\Public\Recorded TV\Sample Media\desktop.ini
0x000000007e2a74d0      7      0 R--r-- \Device\HarddiskVolume1\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\3130B1871A126520A8C47861EFE3ED4D
0x000000007e2a7908      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_115_for_KB4474419~31bf3856ad364e35~x86~~6.1.1.8.cat
0x000000007e2a7f80      5      0 R--r-- \Device\HarddiskVolume1\Windows\System32\drivers\mrxsmb.sys
0x000000007e2a8508      8      0 R--r-- \Device\HarddiskVolume1\Windows\servicing\Packages\Package_105_for_KB3033929~31bf3856ad364e35~x86~~6.1.1.1.mum
0x000000007e2a87f0      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\dmdskres.dll
0x000000007e2a9388      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssph.dll
0x000000007e2aa108      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mapi32.dll
0x000000007e2aa290      8      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v4.0.30319\mscoreei.dll
0x000000007e2aa4b8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-core-synch-l1-2-0.dll
0x000000007e2aaa28      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netmsg.dll
0x000000007e2aad48      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\shell32.dll.mui
0x000000007e2aaec8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_1_for_KB3013531~31bf3856ad364e35~x86~~6.1.2.0.cat
0x000000007e2ab280      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msftedit.dll
0x000000007e2ab5c8      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000007e2ac4d0      7      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\Desktop\x96dbg\release\errordb.txt
0x000000007e2ac700      7      0 R--rwd \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v4.0.30319\WPF\PresentationFramework.Classic.dll
0x000000007e2ac828      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\cmd.exe
0x000000007e2acd00      8      0 R--rwd \Device\HarddiskVolume1\Users\IEUser\Favorites\Links\Suggested Sites.url
0x000000007e2acf80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_2_for_KB2977292~31bf3856ad364e35~x86~~6.1.1.0.cat
0x000000007e2ad2c8      1      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000007e2ad400      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wscript.exe
0x000000007e2ad690      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\sdiagnhost.exe
0x000000007e2adc08      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ActionCenterCPL.dll
0x000000007e2adcf8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Package_810_for_KB4471318~31bf3856ad364e35~x86~~6.1.1.5.cat
0x000000007e2addf0      7      0 ------ \Device\HarddiskVolume1\Windows\System32\NlsData0009.dll
0x000000007e2adf18      1      1 RW-rwd \Device\HarddiskVolume1\Users\IEUser\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000007e2ae760      8      0 R--r-d \Device\HarddiskVolume1\Windows\diagnostics\scheduled\Maintenance\TS_InaccurateSystemTime.ps1
0x000000007e2aed58      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000007e2aef80      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\d3d9.dll
0x000000007e2af210      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\srchadmin.dll
